theta_11,theta_12,theta_21,theta_22,classical_max_angle,quantum_max_angle,classical_max_value,quantum_max_value
0.75,1.0,0.75,2.0,162.58715403857272,132.3033790162744,2.8376811594202898,2.3091295753479644
0.75,1.0,0.75,2.25,148.1755586119327,140.4913315560371,2.5861513687600644,2.452036306163856
1.5,1.0,1.0,0.0,137.66465338594298,139.78409048024338,2.4027014652014653,2.4396926207859084
1.5,1.0,1.0,0.75,119.24583803423016,139.78409048024338,2.0812324929971986,2.4396926207859084
0.75,1.0,1.0,0.0,152.65694003232562,141.5593405200051,2.664366229583621,2.4706765790259104
0.75,1.0,1.0,0.75,145.91325182664966,114.59155902616465,2.546666666666667,2.0
2.0,1.0,3.0,3.0,127.7758845536805,114.59155902616465,2.23010989010989,2.0
2.25,0.0,0.75,0.0,140.8594702490855,139.72751716024436,2.4584615384615387,2.438705230083141
2.25,0.0,0.75,0.75,142.66882257851682,114.59155902616465,2.4900406939387447,2.0
1.5,2.0,1.5,3.0,137.34616860421735,139.78409048024338,2.397142857142857,2.4396926207859084
0.75,2.0,1.0,3.0,114.59155902616465,153.39571989087045,2.0,2.6772603705626463
0.75,1.5,2.0,2.0,138.01916664929163,114.59155902616465,2.408888888888889,2.0
0.75,1.5,2.0,2.25,129.0019228780598,119.8533219744324,2.2515082956259427,2.091835087906716
0.75,2.0,1.5,2.0,149.15091809754765,141.97025843782097,2.6031746031746037,2.4778484496472366
0.75,2.0,1.5,2.25,139.10583067163296,155.98075348577032,2.4278547539417104,2.7223777180683144
2.25,2.25,2.25,3.0,143.68018554819105,114.59155902616467,2.507692307692308,2.0000000000000004
3.0,0.0,0.0,2.0,155.14983518331908,139.6428232936085,2.707875457875458,2.4372270432541008
3.0,0.0,0.0,2.25,133.1962230634586,141.5593405200051,2.324712643678161,2.4706765790259104
3.0,1.0,1.5,2.0,121.60137234388242,114.59155902616465,2.1223443223443224,2.0
1.0,0.75,2.25,2.0,116.76619429404757,153.86040444742065,2.0379545454545456,2.685370646057617
1.0,0.75,2.25,2.25,118.44147306459313,114.59155902616465,2.067193675889328,2.0
3.0,1.0,1.5,2.25,142.05257145036458,117.99129104455264,2.479285082733359,2.059336517406343
1.5,2.0,2.25,0.0,135.67204819979685,134.47093490466452,2.3679239440109003,2.346960562321363
1.5,2.0,2.25,0.75,139.93392304156646,114.59155902616465,2.4423076923076925,2.0
2.0,0.75,0.0,3.0,128.67315157905497,139.7365528170615,2.24577015397225,2.43886293204468
0.75,0.0,2.25,1.0,140.72095297993295,151.91571366390153,2.456043956043956,2.65142938895202
0.75,0.0,2.25,1.5,121.80853893411052,157.01494044764232,2.1259600614439327,2.740427685634178
0.75,2.25,1.5,2.0,155.06996621920337,137.08601692370826,2.706481481481481,2.3926023537633774
0.75,2.25,1.5,2.25,151.17890226568085,143.23944878270584,2.638569604086846,2.5000000000000004
2.25,3.0,0.75,1.0,167.45373655311562,141.34413227444173,2.922619047619048,2.4669204865633896
2.25,3.0,0.75,1.5,118.30517436497554,157.01494044764232,2.064814814814815,2.7404276856341774
2.25,1.0,1.5,0.0,156.71414791720542,159.26333747941294,2.7351778656126484,2.7796696167306427
2.25,1.0,1.5,0.75,147.69205334897174,155.98075348577032,2.5777126099706744,2.7223777180683144
3.0,0.75,1.0,3.0,143.60423515481796,129.21174219039048,2.506366723259762,2.255170333460384
2.0,0.75,1.5,2.0,154.717421033274,138.7411844287632,2.700328407224959,2.4214904763986063
2.25,0.75,1.0,3.0,167.41629622562192,152.42058953989329,2.921965590631258,2.6602411353019666
2.0,0.75,1.5,2.25,144.0582894319467,126.0490436246151,2.5142914653784216,2.1999708302395007
0.75,3.0,2.25,2.0,143.99334061840426,114.59155902616465,2.513157894736842,2.0
0.75,3.0,2.25,2.25,139.24610657421823,114.59155902616465,2.43030303030303,2.0
0.75,1.0,2.25,3.0,136.3058290880067,141.9053623076624,2.3789855072463766,2.4767157985041672
3.0,2.0,1.5,3.0,149.73297046085514,132.6536889818618,2.6133333333333333,2.3152436376500125
1.0,3.0,3.0,3.0,114.59155902616465,114.59155902616465,2.0,2.0
2.25,2.25,0.0,2.0,126.47512811035948,114.59155902616465,2.2074074074074077,2.0
2.25,2.25,0.0,2.25,114.59155902616465,114.59155902616465,2.0,2.0
2.0,1.5,2.25,3.0,138.69910020723276,116.72362779525773,2.420755968169761,2.037211619899617
3.0,2.25,1.5,2.0,144.56874436147115,116.72362779525773,2.5232005845816587,2.0372116198996166
3.0,2.25,1.5,2.25,161.12267693375878,114.59155902616465,2.812121212121212,2.0
1.0,0.75,0.0,1.0,137.0324060021219,124.94729327555372,2.3916666666666666,2.180741659113383
1.0,0.75,0.0,1.5,114.59155902616465,143.22141212881567,2.0,2.4996852010035746
3.0,2.0,2.25,0.0,137.88605524234205,144.70764624938062,2.406565656565657,2.525624879862915
3.0,2.0,2.25,0.75,148.59293383876334,151.4593218302156,2.5934359406845173,2.6434638487749864
2.25,0.0,2.25,1.0,132.23821236547656,127.53415913355424,2.307992202729045,2.2258909856429203
2.25,0.0,2.25,1.5,155.27637725184076,139.72751716024436,2.710084033613445,2.438705230083141
0.0,0.0,0.0,2.25,144.49449919108758,114.59155902616467,2.5219047619047616,2.0000000000000004
0.0,0.0,0.0,2.0,156.90228851274853,114.59155902616467,2.7384615384615385,2.0000000000000004
0.75,2.0,0.75,0.0,157.09095477727203,142.7693857464532,2.7417543859649123,2.4917958523254704
0.75,2.0,0.75,0.75,162.84063651086555,114.59155902616465,2.8421052631578947,2.0
2.25,2.25,1.5,1.0,138.82701518802017,114.59155902616465,2.4229885057471265,2.0
2.25,2.25,1.5,1.5,118.99892668101714,114.59155902616465,2.076923076923077,2.0
1.5,2.25,3.0,3.0,134.1385207681403,114.59155902616465,2.3411588411588413,2.0
0.0,3.0,0.75,1.0,148.52236608727227,139.7365528170615,2.592204301075269,2.43886293204468
0.0,3.0,0.75,1.5,114.59155902616465,114.59155902616465,2.0,2.0
0.75,2.25,2.0,1.0,136.48568253826994,114.59155902616465,2.382124542124542,2.0
0.75,2.25,2.0,1.5,114.59155902616465,114.59155902616465,2.0,2.0
0.0,0.75,0.0,2.0,126.8692260646823,141.2181124691954,2.2142857142857144,2.4647210260391192
0.0,0.75,0.0,2.25,152.78874536821954,139.72751716024436,2.666666666666667,2.438705230083141
3.0,1.0,3.0,2.0,114.59155902616465,114.59155902616465,2.0,2.0
3.0,1.0,3.0,2.25,139.14689310319994,142.7693857464532,2.428571428571429,2.4917958523254704
2.25,3.0,2.25,2.0,159.0056667314781,114.59155902616465,2.7751724137931038,2.0
2.25,3.0,2.25,2.25,154.52498111104023,114.59155902616465,2.696969696969697,2.0
0.75,1.0,0.0,2.0,114.59155902616465,148.37802883217557,2.0,2.5896851407405403
0.75,1.0,0.0,2.25,119.17522138721124,151.91830574766766,2.08,2.6514746293482263
0.75,0.75,1.5,0.0,118.5429920960324,114.59155902616465,2.0689655172413794,2.0
0.75,0.75,1.5,0.75,114.59155902616465,114.59155902616465,2.0,2.0
2.0,0.75,2.0,2.0,152.9164951553167,114.59155902616465,2.668896321070234,2.0
0.0,0.75,1.0,3.0,143.9332010987474,151.7954644290298,2.5121082621082618,2.6493306438805044
2.0,0.75,2.0,2.25,149.3162738825782,129.89480638509585,2.6060606060606064,2.267092052660476
0.75,2.25,3.0,2.0,128.02353664095318,133.3599286224442,2.2344322344322345,2.327569844686277
0.75,2.25,3.0,2.25,144.60363400920775,132.65523096564314,2.523809523809524,2.31527055034401
1.5,1.0,1.5,2.0,154.6155673237091,114.59155902616465,2.698550724637681,2.0
1.5,1.0,1.5,2.25,140.43693782826156,123.06816998286904,2.4510869565217392,2.1479447706051182
3.0,1.5,0.0,3.0,132.926208470351,143.2394487827058,2.32,2.5
2.0,1.5,0.0,2.0,134.1570066969283,135.53304643214602,2.3414814814814813,2.3654979054993013
2.0,1.5,0.0,2.25,136.96771721880066,142.84375703513822,2.3905376344086022,2.4930938761819754
0.75,1.0,1.5,2.0,126.07362178715717,149.13706058784052,2.20039980009995,2.602932744004087
0.75,1.0,1.5,2.25,129.35910259696908,119.85332197443242,2.2577422577422577,2.0918350879067167
2.0,0.75,3.0,3.0,136.0514328074282,114.59155902616465,2.3745454545454545,2.0
3.0,2.0,0.75,2.0,158.371411064366,125.45280804605282,2.764102564102564,2.189564556276056
3.0,2.0,0.75,2.25,140.09252149884333,152.42058953989326,2.4450757575757573,2.660241135301966
2.25,2.0,0.75,0.0,135.34121173726714,141.90536230766233,2.3621497584541062,2.4767157985041663
2.25,2.0,0.75,0.75,131.08364444432237,114.59155902616465,2.2878411910669976,2.0
2.25,0.0,1.5,0.0,137.42973687403662,139.72751716024433,2.3986013986013988,2.4387052300831407
2.25,0.0,1.5,0.75,120.05357214560826,114.59155902616465,2.095330112721417,2.0
1.5,2.0,2.25,3.0,121.45809135099738,124.5480850191779,2.119843597262952,2.1737741606384797
2.25,2.25,2.0,1.0,138.46480048994894,114.59155902616465,2.4166666666666665,2.0
2.25,2.25,2.0,1.5,128.2143317775269,114.59155902616465,2.237762237762238,2.0
3.0,2.25,3.0,2.0,120.78161689187316,135.56326985758477,2.1080368906455864,2.366025403784439
3.0,2.25,3.0,2.25,114.59155902616465,114.59155902616465,2.0,2.0
0.75,0.0,2.0,0.0,155.02104846613184,142.7693857464532,2.705627705627706,2.4917958523254704
0.75,0.0,2.0,0.75,152.4196904277166,136.51093660244436,2.6602254428341388,2.3825653086938954
2.25,3.0,0.0,1.0,114.59155902616465,149.37902463748034,2.0,2.6071558133417607
2.25,3.0,0.0,1.5,143.68142183645327,151.98684937038593,2.507713884992987,2.652670941245905
1.5,3.0,1.0,2.0,152.83900482393275,114.59155902616465,2.6675438596491228,2.0
1.5,3.0,1.0,2.25,114.9352134242038,114.59155902616465,2.0059979007347426,2.0
1.0,2.0,2.0,2.0,114.59155902616465,114.59155902616465,2.0,2.0
1.0,2.0,2.0,2.25,141.39378641743843,132.30337901627436,2.467787114845938,2.309129575347964
0.75,2.0,2.25,1.0,152.6633030485412,114.59155902616465,2.6644772851669405,2.0
0.75,2.0,2.25,1.5,120.37901150223358,119.05327124251464,2.101010101010101,2.077871568451761
2.25,2.25,3.0,2.0,134.91465530002353,114.59155902616465,2.3547049441786285,2.0
3.0,3.0,1.5,1.0,131.8177411019933,114.59155902616465,2.3006535947712417,2.0
3.0,3.0,1.5,1.5,119.80026625462666,114.59155902616465,2.090909090909091,2.0
1.0,2.25,1.0,0.0,144.93710150901936,125.45280804605282,2.5296296296296297,2.189564556276056
1.0,2.25,1.0,0.75,166.97627172383994,129.89480638509585,2.9142857142857146,2.267092052660476
2.25,2.25,3.0,2.25,114.59155902616465,114.59155902616465,2.0,2.0
1.5,3.0,2.0,3.0,142.73199823951424,139.78409048024338,2.4911433172302737,2.4396926207859084
2.25,3.0,1.5,1.0,136.00703695488153,132.41390959303826,2.373770600744285,2.3110586978366223
2.25,3.0,1.5,1.5,129.1824097096204,114.59155902616465,2.254658385093168,2.0
0.75,3.0,2.0,1.0,135.96379424136202,157.4030948661361,2.373015873015873,2.7472022582430577
0.75,3.0,2.0,1.5,151.5950832950303,146.50963197438705,2.645833333333333,2.5570754638382143
1.5,1.0,3.0,3.0,132.204303392615,114.59155902616465,2.3074003795066416,2.0
0.75,1.5,0.75,2.0,158.31264616230132,141.97025843782097,2.763076923076923,2.4778484496472366
0.75,1.5,0.75,2.25,120.01179999300189,143.23944878270584,2.0946010511227904,2.5000000000000004
0.75,0.75,3.0,0.0,130.8561674040719,114.59155902616465,2.283870967741936,2.0
0.75,0.75,3.0,0.75,114.59155902616465,114.59155902616465,2.0,2.0
0.75,1.0,2.0,1.0,144.8020609512444,135.21592159415883,2.527272727272728,2.3599630329365717
1.5,1.5,1.0,0.0,124.39894470858414,114.59155902616465,2.171171171171171,2.0
1.5,1.5,1.0,0.75,124.7494414029885,114.59155902616465,2.1772884925058835,2.0
0.75,1.0,2.0,1.5,151.83381570966816,114.59155902616465,2.65,2.0
0.75,3.0,3.0,2.0,134.90377517461525,127.53415913355428,2.3545150501672243,2.2258909856429208
0.75,3.0,3.0,2.25,141.64789935178686,132.65523096564314,2.4722222222222223,2.31527055034401
3.0,2.0,2.25,3.0,150.68376110540655,124.94729327555372,2.629927760577915,2.1807416591133832
0.0,0.75,3.0,2.0,135.19075594634424,115.67673190231795,2.3595238095238096,2.018939839642212
0.0,0.75,3.0,2.25,147.5105887100447,114.59155902616465,2.5745454545454547,2.0
0.0,2.0,0.75,0.0,145.14930809980854,136.5109366024444,2.533333333333333,2.382565308693896
0.0,2.0,0.75,0.75,134.55827006860244,114.59155902616465,2.3484848484848486,2.0
0.75,1.0,3.0,2.0,134.35747063051969,155.43382784634915,2.34498023715415,2.71283206489684
0.75,1.0,3.0,2.25,140.01191185215592,159.57360246420956,2.443668853832193,2.7850847622689936
3.0,0.0,3.0,1.0,141.78629495447544,132.6536889818618,2.47463768115942,2.3152436376500125
3.0,0.0,3.0,1.5,120.95775674984046,114.59155902616465,2.111111111111111,2.0
2.25,2.0,2.25,1.0,140.3650785730194,132.3033790162744,2.4498327759197323,2.3091295753479644
2.25,2.0,2.25,1.5,148.13811391423556,139.78409048024338,2.5854978354978355,2.4396926207859084
0.75,2.0,0.0,0.0,140.39772574083312,114.59155902616465,2.450402576489533,2.0
0.75,2.0,0.0,0.75,140.26542045366514,136.51093660244436,2.448093413610655,2.3825653086938954
2.0,1.5,3.0,2.0,147.14654660135392,132.6536889818618,2.568191721132898,2.3152436376500125
2.0,1.5,3.0,2.25,139.07693488645626,157.51421941675787,2.427350427350428,2.749141747531207
2.25,0.0,3.0,0.0,146.1414428099918,141.5593405200051,2.5506493506493504,2.4706765790259104
2.25,0.0,3.0,0.75,115.49031635186005,157.72283707867848,2.015686274509804,2.752782812609534
3.0,3.0,3.0,2.0,153.03677904576534,114.59155902616467,2.670995670995671,2.0000000000000004
3.0,3.0,3.0,2.25,144.22730705017273,114.59155902616467,2.5172413793103448,2.0000000000000004
3.0,1.5,1.5,1.0,142.52015111782296,135.53304643214602,2.487445887445888,2.3654979054993017
3.0,1.5,1.5,1.5,114.59155902616465,114.59155902616465,2.0,2.0
2.25,3.0,3.0,1.0,155.7269904714545,126.63769361594832,2.7179487179487176,2.2102447107301018
2.25,3.0,3.0,1.5,152.78874536821954,114.59155902616465,2.666666666666667,2.0
1.0,0.75,1.0,3.0,146.14575643916652,141.93505926813864,2.55072463768116,2.4772341082423126
1.5,2.0,1.0,1.0,131.85374900767022,114.59155902616465,2.301282051282051,2.0
1.5,2.0,1.0,1.5,118.96687309807274,143.2394487827058,2.076363636363636,2.5
2.25,2.0,0.0,0.0,148.10059432714303,114.59155902616465,2.584842995169082,2.0
2.25,2.0,0.0,0.75,147.79935212832433,159.57360246420956,2.5795853269537483,2.7850847622689936
1.5,2.25,0.75,2.0,142.70204248135656,114.59155902616465,2.4906204906204907,2.0
1.5,2.25,0.75,2.25,144.99056654617925,114.59155902616465,2.5305627705627707,2.0
0.75,1.5,2.25,2.0,150.87888605111678,155.0273142338691,2.6333333333333333,2.7057370639048868
