theta_11,theta_12,theta_21,theta_22,classical_max_angle,quantum_max_angle,classical_max_value,quantum_max_value
1.0,0.75,2.0,3.0,132.3041315272823,153.66406613251,2.309142709142709,2.6819438960146083
1.0,1.5,0.75,0.0,134.07212406061262,116.72362779525773,2.34,2.037211619899617
1.0,1.5,0.75,0.75,125.62466938881204,114.59155902616465,2.192564102564103,2.0
2.25,2.25,2.0,3.0,131.80851740201695,114.59155902616465,2.3004926108374386,2.0
0.75,0.0,2.0,2.0,131.78029288008932,114.59155902616465,2.3,2.0
0.75,0.0,2.0,2.25,150.6060490058164,159.5736024642096,2.628571428571429,2.785084762268994
2.25,3.0,0.0,3.0,144.62759861573394,141.5593405200051,2.5242277850973505,2.4706765790259104
1.5,2.0,2.0,0.0,147.74498053532545,141.5593405200051,2.578636363636364,2.4706765790259104
1.5,2.0,2.0,0.75,141.52851413408294,123.06816998286908,2.470138557095079,2.1479447706051187
0.75,2.0,2.25,3.0,132.26006430274316,129.8386751577876,2.3083735909822867,2.266112377930762
3.0,3.0,1.5,3.0,114.59155902616465,114.59155902616465,2.0,2.0
1.0,2.25,1.0,2.0,171.0163827539059,143.2394487827058,2.9847989539065054,2.5
1.0,2.25,1.0,2.25,114.59155902616465,114.59155902616465,2.0,2.0
1.0,1.0,3.0,0.0,138.27985363908329,114.59155902616465,2.413438735177866,2.0
1.0,1.0,3.0,0.75,139.03163039422273,114.59155902616465,2.4265597147950086,2.0
0.0,2.25,2.25,0.0,173.35646109086449,114.59155902616465,3.025641025641026,2.0
0.0,2.25,2.25,0.75,146.42881976052763,139.72751716024436,2.555665024630542,2.4387052300831416
2.25,3.0,1.5,3.0,155.6573087694015,114.59155902616465,2.716732542819499,2.0
0.0,1.5,0.0,0.75,121.9845628343043,114.59155902616465,2.129032258064516,2.0
0.0,1.5,0.0,0.0,156.06278991182424,114.59155902616465,2.723809523809524,2.0
1.0,2.25,1.5,0.0,162.22928872588622,123.89170129766116,2.831435231435232,2.162318103541519
1.0,2.25,1.5,0.75,171.2967265823614,126.04904362461504,2.9896918767507,2.1999708302395
3.0,3.0,2.25,0.0,127.0173651718664,114.59155902616465,2.2168712294570416,2.0
3.0,3.0,2.25,0.75,125.58685104666618,114.59155902616465,2.191904047976012,2.0
0.75,3.0,2.0,3.0,148.18772064974473,142.801719494427,2.5863636363636364,2.492360182687124
2.25,1.0,2.25,1.0,114.59155902616465,114.59155902616465,2.0,2.0
2.25,1.0,2.25,1.5,148.7945478711887,123.06816998286904,2.5969547693685624,2.1479447706051182
3.0,1.5,3.0,1.0,157.63918172911536,135.53304643214602,2.751322751322751,2.3654979054993017
3.0,1.5,3.0,1.5,114.59155902616465,114.59155902616465,2.0,2.0
2.0,1.0,1.0,1.0,114.59155902616465,114.59155902616465,2.0,2.0
2.0,1.0,1.0,1.5,119.36620731892152,114.59155902616465,2.083333333333333,2.0
0.0,3.0,3.0,0.0,147.75570434432524,114.59155902616465,2.5788235294117645,2.0
0.0,3.0,3.0,0.75,136.36395524113593,141.5593405200051,2.38,2.470676579025911
0.75,1.0,2.0,3.0,145.08867764529734,132.21232798428017,2.532275132275132,2.3075404350523265
1.5,1.5,1.0,2.0,134.93869528524056,114.59155902616465,2.3551245210727965,2.0
1.5,1.5,1.0,2.25,125.71368093164531,114.59155902616465,2.1941176470588237,2.0
2.0,2.25,0.75,1.0,115.54235479009024,153.86040444742065,2.0165945165945165,2.685370646057617
2.0,2.25,0.75,1.5,131.85374900767022,142.25205624941057,2.301282051282051,2.4827667492843903
1.5,1.5,1.5,1.0,147.3320044622117,114.59155902616465,2.571428571428572,2.0
1.5,1.5,1.5,1.5,114.59155902616465,114.59155902616465,2.0,2.0
0.75,1.5,0.0,0.0,128.7079105004023,114.59155902616465,2.2463768115942027,2.0
0.75,1.5,0.0,0.75,124.55604241974416,143.2394487827058,2.1739130434782608,2.5
2.25,2.0,2.25,3.0,153.1578003087225,141.5593405200051,2.673107890499195,2.4706765790259104
0.75,1.5,1.0,1.0,118.78494578762938,114.59155902616465,2.0731884057971017,2.0
0.75,1.5,1.0,1.5,159.477653575584,139.78409048024338,2.783410138248848,2.4396926207859084
0.75,1.5,1.5,0.0,143.6067294206102,114.59155902616465,2.506410256410257,2.0
2.25,0.0,2.0,1.0,144.60363400920775,114.59155902616465,2.523809523809524,2.0
2.25,0.0,2.0,1.5,144.0598201711886,159.1650649121649,2.514318181818182,2.777954436867776
0.75,1.5,1.5,0.75,139.3329183613593,114.59155902616465,2.431818181818182,2.0
1.0,2.0,0.75,1.0,162.0008761739984,121.08749063822049,2.827448680351906,2.1133753946147573
1.0,2.0,0.75,1.5,119.299104153726,114.59155902616465,2.082162162162162,2.0
3.0,2.0,3.0,1.0,119.57380072295442,143.15451052985026,2.0869565217391304,2.498517547826779
3.0,2.0,3.0,1.5,152.18850386855866,139.78409048024338,2.656190476190476,2.4396926207859084
1.0,0.0,1.0,0.0,114.59155902616465,114.59155902616465,2.0,2.0
1.0,0.0,1.0,0.75,155.35970983355014,114.59155902616465,2.7115384615384617,2.0
2.25,3.0,2.0,3.0,146.7576106826319,141.5593405200051,2.56140350877193,2.4706765790259104
1.0,1.5,2.25,0.0,138.16467974011852,114.59155902616465,2.4114285714285715,2.0
1.0,1.5,2.25,0.75,115.03121023311422,162.00108788887587,2.007673361121637,2.8274523754735936
2.25,1.5,1.5,1.0,144.05795991860697,141.97025843782097,2.5142857142857142,2.4778484496472366
2.25,1.5,1.5,1.5,114.59155902616465,114.59155902616465,2.0,2.0
2.25,3.0,3.0,3.0,114.59155902616465,114.59155902616465,2.0,2.0
1.0,3.0,1.0,1.0,142.98333738002918,114.59155902616465,2.495530012771392,2.0
1.0,3.0,1.0,1.5,155.7579601168114,141.5593405200051,2.7184892402283705,2.4706765790259104
1.0,3.0,1.5,0.0,142.7571610763667,155.9807534857703,2.491582491582492,2.722377718068314
1.0,3.0,1.5,0.75,151.09444166988115,114.59155902616465,2.637095488601945,2.0
1.5,2.0,1.0,3.0,117.45634800181875,157.01494044764232,2.05,2.7404276856341774
2.25,2.0,0.0,2.0,144.3581269905164,136.61763626722808,2.519524617996604,2.3844275691551458
2.25,2.0,0.0,2.25,162.33804195373327,129.21174219039048,2.833333333333333,2.255170333460384
0.0,1.5,3.0,0.0,124.80515450458364,143.2394487827058,2.178260869565217,2.5
0.0,1.5,3.0,0.75,114.59155902616465,114.59155902616465,2.0,2.0
1.5,2.25,0.0,0.0,137.1529671992805,114.59155902616465,2.3937708565072304,2.0
1.5,2.25,0.0,0.75,121.72941707998298,157.01494044764232,2.124579124579125,2.740427685634178
2.0,2.25,2.25,1.0,139.07693488645626,143.2394487827058,2.427350427350428,2.5
2.0,2.25,2.25,1.5,150.30592825598598,114.59155902616465,2.623333333333333,2.0
1.5,1.5,3.0,1.0,160.14348311109964,114.59155902616465,2.795031055900621,2.0
1.5,1.5,3.0,1.5,114.59155902616465,114.59155902616465,2.0,2.0
0.75,2.25,0.75,3.0,147.1804283259337,139.72751716024436,2.568783068783069,2.438705230083141
1.5,2.0,2.0,3.0,142.4749323844053,139.78409048024338,2.486656671664168,2.4396926207859084
3.0,1.0,1.0,1.0,114.59155902616465,114.59155902616465,2.0,2.0
1.5,2.25,1.0,1.0,131.71966242557815,114.59155902616465,2.298941798941799,2.0
3.0,1.0,1.0,1.5,158.00751481483755,141.5593405200051,2.757751376412634,2.4706765790259104
1.5,2.25,1.0,1.5,138.73626878753046,138.7411844287632,2.421404682274248,2.4214904763986063
2.25,2.0,1.5,1.0,139.19137740406413,149.13706058784052,2.4293478260869565,2.602932744004087
2.25,2.0,1.5,1.5,135.19251550149264,114.59155902616465,2.35955451955452,2.0
2.0,3.0,0.75,0.0,152.48533962386375,115.67673190231795,2.661371237458194,2.018939839642212
2.0,3.0,0.75,0.75,123.23801302541162,114.59155902616465,2.150909090909091,2.0
0.75,2.25,1.0,1.0,127.39009678752848,114.59155902616465,2.2233766233766232,2.0
0.75,2.25,1.0,1.5,117.0167772066126,114.59155902616465,2.0423280423280428,2.0
0.75,2.0,2.0,1.0,160.49859219670802,135.21592159415883,2.8012288786482333,2.3599630329365717
0.75,2.0,2.0,1.5,156.60846400242502,123.06816998286904,2.7333333333333334,2.1479447706051182
1.0,2.0,2.25,1.0,161.309656167601,121.08749063822049,2.815384615384615,2.1133753946147573
1.0,2.0,2.25,1.5,118.5429920960324,114.59155902616465,2.0689655172413794,2.0
0.75,2.0,3.0,2.0,150.06037491521562,127.53415913355428,2.619047619047619,2.2258909856429208
0.75,2.0,3.0,2.25,151.1066854023365,151.32224265099188,2.637309182046024,2.6410713657616007
2.25,1.0,2.0,0.0,115.75374522318457,153.39571989087042,2.020283975659229,2.677260370562646
2.25,1.0,2.0,0.75,114.59155902616465,146.63083352772094,2.0,2.5591908300024224
1.0,2.25,2.25,0.0,147.82875604813793,125.45280804605282,2.580098522167488,2.189564556276056
2.0,0.75,1.0,1.0,119.21792631604086,114.59155902616465,2.080745341614907,2.0
2.0,0.75,1.0,1.5,137.82600264406886,114.59155902616465,2.405517541001412,2.0
1.0,2.25,2.25,0.75,143.35964971874725,129.89480638509585,2.502097902097902,2.267092052660476
2.0,1.0,1.5,3.0,140.28784801991063,157.72283707867845,2.4484848484848483,2.7527828126095337
2.25,1.5,0.75,0.0,116.0239535139917,157.01494044764232,2.025,2.740427685634178
2.25,1.5,0.75,0.75,135.08047124029372,114.59155902616465,2.357598978288633,2.0
3.0,2.0,1.0,2.0,180.95199037324025,114.59155902616465,3.158208020050125,2.0
3.0,2.0,1.0,2.25,143.706303282442,120.3322170860303,2.508148148148148,2.1001933843758054
0.75,1.5,0.0,3.0,114.59155902616465,157.01494044764232,2.0,2.740427685634178
1.5,0.0,0.75,2.0,159.16655046502407,127.7225442962938,2.777980364656381,2.2291789269946305
1.5,0.0,0.75,2.25,158.66856126241245,114.59155902616465,2.769288813431428,2.0
2.25,2.25,0.75,3.0,133.58802068290848,114.59155902616465,2.331550802139037,2.0
3.0,2.0,2.0,3.0,157.56339366097637,114.59155902616465,2.75,2.0
2.0,0.0,2.25,0.0,142.92805867665643,141.93505926813864,2.494565217391304,2.4772341082423126
2.0,0.0,2.25,0.75,141.4758835766337,133.35992862244422,2.469219980580429,2.3275698446862774
3.0,2.25,1.0,1.0,140.23824128440148,114.59155902616465,2.447619047619048,2.0
3.0,2.25,1.0,1.5,151.9583717520879,117.3602538384686,2.6521739130434785,2.0483228404575904
0.75,0.0,0.75,2.0,135.5472043442367,126.63769361594832,2.365745007680492,2.2102447107301018
0.75,0.0,0.75,2.25,144.72489491823015,132.65523096564314,2.5259259259259257,2.31527055034401
0.75,1.5,1.5,3.0,148.42335264341327,139.72751716024436,2.5904761904761906,2.438705230083141
0.0,1.0,0.75,3.0,145.65421343651386,144.70764624938062,2.542145593869732,2.525624879862915
2.0,2.25,1.5,0.0,140.51615571152223,125.78059765297596,2.4524695694110985,2.1952855641706823
2.0,2.25,1.5,0.75,128.2401814411917,155.02731423386916,2.238213399503722,2.705737063904887
1.5,1.5,2.25,0.0,122.97342786976805,114.59155902616465,2.146291208791209,2.0
1.5,1.5,2.25,0.75,119.4130832488644,114.59155902616465,2.0841514726507717,2.0
3.0,2.25,2.0,2.0,140.90517628402466,114.59155902616465,2.4592592592592597,2.0
1.5,0.75,0.75,3.0,152.7380859698879,132.65523096564317,2.6657824933687,2.3152705503440103
3.0,2.25,2.0,2.25,145.73814910629864,141.5593405200051,2.5436105476673427,2.4706765790259104
2.25,2.0,2.0,1.0,164.7049616202281,132.3033790162744,2.8746438746438745,2.3091295753479644
1.5,0.75,0.0,0.0,137.28664052160633,114.59155902616465,2.396103896103896,2.0
1.5,0.75,0.0,0.75,169.3825302136631,114.59155902616465,2.9562828475871954,2.0
2.25,2.0,2.0,1.5,126.05071492878112,139.78409048024338,2.2,2.4396926207859084
1.0,2.0,0.0,0.0,121.1198054191704,114.59155902616465,2.1139393939393942,2.0
1.0,2.0,0.0,0.75,122.1615468648628,157.40309486613614,2.132121212121212,2.747202258243058
1.0,0.0,1.5,2.0,123.41035642587408,120.01094270293272,2.153917050691244,2.094586088588439
1.0,0.0,1.5,2.25,135.05433742369405,114.59155902616465,2.357142857142857,2.0
2.25,2.25,1.0,0.0,135.04308852002725,114.59155902616465,2.3569465267366314,2.0
2.25,2.25,1.0,0.75,130.59486295912902,114.59155902616465,2.279310344827586,2.0
2.25,2.0,3.0,2.0,141.10490013417922,114.59155902616465,2.462745098039216,2.0
1.5,3.0,0.0,1.0,147.85263553899262,157.28632790678748,2.580515297906602,2.7451642903448823
1.5,3.0,0.0,1.5,123.29202924852156,143.2394487827058,2.1518518518518515,2.5
1.5,0.75,1.0,1.0,124.97081445577398,114.59155902616465,2.181152181152181,2.0
1.5,0.75,1.0,1.5,145.51467249090646,132.65523096564314,2.539710144927536,2.31527055034401
2.0,3.0,2.25,1.0,144.39100927735296,117.68224972493276,2.5200985221674874,2.053942728854268
2.0,3.0,2.25,1.5,149.4064461259956,114.59155902616465,2.6076344086021503,2.0
2.25,2.0,3.0,2.25,142.69140219605893,124.94729327555372,2.490434782608696,2.1807416591133832
1.5,0.75,1.5,0.0,117.0681347680809,143.2394487827058,2.04322440087146,2.5
1.5,0.75,1.5,0.75,114.59155902616465,114.59155902616465,2.0,2.0
0.75,3.0,0.75,3.0,114.59155902616465,114.59155902616465,2.0,2.0
0.0,1.0,1.0,0.0,151.60249734517436,114.59155902616465,2.645962732919255,2.0
0.0,1.0,1.0,0.75,146.4225476445437,141.5593405200051,2.555555555555556,2.4706765790259104
1.0,2.0,1.5,0.0,138.85033109743864,157.72283707867845,2.423395445134576,2.7527828126095337
1.0,2.0,1.5,0.75,163.15655308963443,114.59155902616465,2.847619047619048,2.0
1.0,1.5,3.0,0.0,122.7766703851764,159.202845133184,2.142857142857143,2.7786138261166915
1.0,1.5,3.0,0.75,148.85238480963662,142.84375703513822,2.597964214373752,2.4930938761819754
0.75,1.0,0.75,3.0,161.90308434528333,142.85532498027123,2.825741890959282,2.4932957749122364
1.5,1.0,1.0,1.0,114.59155902616465,114.59155902616465,2.0,2.0
1.5,1.0,1.0,1.5,142.0234942089986,114.59155902616465,2.478777589134125,2.0
1.0,3.0,1.5,3.0,145.6421750203512,135.53304643214602,2.541935483870968,2.3654979054993017
0.75,0.75,2.0,0.0,146.35334984319942,114.59155902616465,2.5543478260869565,2.0
0.75,0.75,2.0,0.75,114.59155902616465,114.59155902616465,2.0,2.0
0.75,1.0,1.0,1.0,114.59155902616465,114.59155902616465,2.0,2.0
0.75,1.0,1.0,1.5,130.6343772898277,139.78409048024338,2.28,2.4396926207859084
1.5,1.0,2.0,2.0,137.84202027785022,114.59155902616465,2.4057971014492754,2.0
1.5,1.0,2.0,2.25,145.0511730360839,114.59155902616465,2.531620553359684,2.0
0.0,2.25,0.75,3.0,114.59155902616465,157.72283707867845,2.0,2.7527828126095337
0.0,2.25,0.0,0.0,160.4281826366305,114.59155902616465,2.8000000000000003,2.0
0.0,2.25,0.0,0.75,168.22195197106998,139.72751716024436,2.936026936026936,2.4387052300831416
2.25,0.0,0.75,1.0,115.8647985708998,114.59155902616465,2.022222222222222,2.0
2.25,0.0,0.75,1.5,125.80160284394162,114.59155902616465,2.1956521739130435,2.0
1.5,2.25,0.0,3.0,142.47626823641102,114.59155902616465,2.4866799866799867,2.0
0.75,1.5,2.0,3.0,136.30364389428007,135.25990477345633,2.378947368421053,2.360730684230808
2.25,1.5,2.25,0.0,154.16587352855925,139.72751716024436,2.6907020872865277,2.438705230083141
2.25,1.5,2.25,0.75,119.36620731892148,143.2394487827058,2.083333333333333,2.5
0.75,2.25,0.0,3.0,125.50504083818034,114.59155902616465,2.1904761904761907,2.0
2.0,2.25,2.0,0.0,144.8356655140087,141.93505926813864,2.527859237536657,2.4772341082423126
2.0,2.25,2.0,0.75,165.74066487500826,142.41958971974728,2.89272030651341,2.4856907599490583
1.0,1.0,2.25,0.0,143.9605627125043,114.59155902616465,2.512585812356979,2.0
1.0,1.0,2.25,0.75,128.23332649334577,114.59155902616465,2.238093758093758,2.0
3.0,1.0,1.5,3.0,147.93425345852694,135.53304643214602,2.581939799331104,2.3654979054993017
1.5,2.25,1.5,3.0,124.3163561975743,143.2394487827058,2.1697297297297298,2.5
2.0,3.0,0.0,0.0,149.19344236216688,114.59155902616465,2.603916791604198,2.0
2.0,3.0,0.0,0.75,136.6407688587565,149.37902463748037,2.3848313090418354,2.607155813341761
2.0,2.25,3.0,1.0,138.55161227709,114.59155902616465,2.4181818181818184,2.0
0.0,2.25,1.0,0.0,151.9201762920943,141.743091100725,2.651507276507276,2.4738836316619244
0.0,2.25,1.0,0.75,140.78529892999873,146.50963197438705,2.4571670047329275,2.5570754638382147
2.0,2.25,3.0,1.5,114.59155902616465,143.2214121288157,2.0,2.499685201003575
0.75,0.0,2.25,2.0,135.1592747488096,141.34413227444176,2.358974358974359,2.46692048656339
0.75,0.0,2.25,2.25,126.90062674764526,114.59155902616465,2.214833759590793,2.0
0.75,2.25,1.5,3.0,114.59155902616465,161.9214738440468,2.0,2.826062848260496
2.25,1.0,1.0,2.0,147.84715133096068,135.21592159415883,2.5804195804195804,2.3599630329365717
2.25,1.0,1.0,2.25,145.89203116757074,114.59155902616465,2.5462962962962963,2.0
2.25,3.0,0.75,2.0,160.1553455913301,151.91571366390153,2.795238095238095,2.65142938895202
2.25,3.0,0.75,2.25,136.62839730042708,132.65523096564314,2.3846153846153846,2.31527055034401
2.25,1.0,1.5,1.0,152.9826813114608,141.97025843782097,2.670051487414188,2.4778484496472366
2.25,1.0,1.5,1.5,151.46920620367584,114.59155902616465,2.643636363636364,2.0
3.0,3.0,1.0,0.0,126.68294421995996,114.59155902616465,2.211034482758621,2.0
3.0,3.0,1.0,0.75,136.68366209860704,114.59155902616465,2.385579937304075,2.0
2.25,3.0,1.0,0.0,146.0174259712189,115.4624506085016,2.548484848484849,2.015199925539683
2.25,3.0,1.0,0.75,151.60249734517433,159.5736024642096,2.6459627329192545,2.785084762268994
3.0,3.0,2.0,1.0,128.48144496873007,114.59155902616465,2.2424242424242427,2.0
3.0,3.0,2.0,1.5,128.07159069879918,114.59155902616465,2.235270935960591,2.0
2.0,0.75,1.5,3.0,149.5503528523129,123.89170129766124,2.610146054792153,2.16231810354152
0.0,1.0,3.0,0.0,151.26085791453733,132.51421175698374,2.64,2.312809300844346
0.0,1.0,3.0,0.75,150.70912077848544,128.55550509081644,2.6303703703703705,2.243716835399079
1.5,0.75,3.0,0.0,160.00192542912563,114.59155902616465,2.7925604082686832,2.0
1.5,0.75,3.0,0.75,140.7483279343109,139.72751716024436,2.4565217391304346,2.438705230083141
0.75,3.0,2.25,3.0,161.83695442675727,139.72751716024436,2.8245877061469264,2.438705230083141
1.0,2.0,3.0,0.0,123.74987944874792,114.59155902616465,2.1598428453267164,2.0
1.0,2.0,3.0,0.75,124.93237484737604,157.40309486613612,2.18048128342246,2.747202258243058
1.5,0.0,0.0,2.0,147.09589548070176,141.5593405200051,2.5673076923076925,2.4706765790259104
1.5,0.0,0.0,2.25,130.87965688105427,139.72751716024436,2.284280936454849,2.438705230083141
2.25,2.25,0.0,3.0,131.11918773186147,114.59155902616465,2.2884615384615383,2.0
1.0,1.0,0.75,2.0,126.34620889654964,114.59155902616465,2.2051573426573428,2.0
1.0,1.0,0.75,2.25,142.09353319244417,114.59155902616465,2.48,2.0
3.0,2.25,1.5,3.0,118.5429920960324,143.23944878270584,2.0689655172413794,2.5000000000000004
1.0,0.75,0.0,2.0,148.46098533931678,114.59155902616465,2.5911330049261085,2.0
1.0,0.75,0.0,2.25,144.32277234492796,114.59155902616465,2.51890756302521,2.0
1.5,2.0,0.75,3.0,117.67820034673473,151.91830574766763,2.0538720538720536,2.651474629348226
1.5,2.0,0.0,0.0,144.97568452552647,114.59155902616465,2.5303030303030303,2.0
1.5,2.0,0.0,0.75,125.44104587904236,151.62253916905556,2.1893592677345537,2.6463125287340867
2.25,0.0,2.25,2.0,153.35323580677206,136.61763626722808,2.676518883415435,2.3844275691551458
2.25,0.0,2.25,2.25,149.19225704380528,114.59155902616465,2.603896103896104,2.0
0.75,0.0,0.0,1.0,141.42053514736986,114.59155902616465,2.4682539682539684,2.0
0.75,0.0,0.0,1.5,135.8728485595952,114.59155902616465,2.3714285714285714,2.0
1.5,0.0,1.5,1.0,155.37766577584767,139.78409048024338,2.7118518518518515,2.4396926207859084
1.5,0.0,1.5,1.5,135.82705772681754,114.59155902616465,2.370629370629371,2.0
0.75,2.0,0.75,1.0,142.66429376616347,135.21592159415883,2.4899616512519738,2.3599630329365717
0.75,2.0,0.75,1.5,146.9142815376828,123.06816998286904,2.5641379310344825,2.1479447706051182
2.25,2.25,1.5,2.0,142.01146362280198,114.59155902616465,2.478567615794049,2.0
2.25,2.25,1.5,2.25,114.59155902616465,114.59155902616465,2.0,2.0
0.75,0.0,1.5,1.0,125.12871387914532,157.51421941675784,2.183908045977012,2.7491417475312065
0.75,0.0,1.5,1.5,120.29521128538552,114.59155902616465,2.0995475113122177,2.0
0.0,3.0,0.75,2.0,136.4041628057065,153.2110592296603,2.380701754385965,2.674037434025619
0.0,3.0,0.75,2.25,118.68411470567054,114.59155902616465,2.071428571428572,2.0
3.0,1.0,0.75,1.0,143.00424443330888,141.93505926813864,2.4958949096880128,2.4772341082423126
3.0,1.0,0.75,1.5,131.73020915673874,156.9129159683674,2.299125874125874,2.7386470225531974
1.5,0.75,1.5,3.0,143.96960489344224,132.65523096564317,2.5127436281859072,2.3152705503440103
0.0,1.0,1.5,2.0,134.0485276541226,120.01094270293272,2.33958816501511,2.094586088588439
0.0,1.0,1.5,2.25,124.14085561167836,135.25990477345633,2.1666666666666665,2.360730684230808
0.75,2.25,2.0,2.0,129.2064322950333,114.59155902616465,2.2550776583034646,2.0
0.0,2.25,3.0,0.0,141.23732573047732,135.56326985758477,2.4650563607085347,2.366025403784439
0.0,2.25,3.0,0.75,155.87554880230437,114.59155902616465,2.7205415499533148,2.0
0.75,2.25,2.0,2.25,125.2743330425219,140.4913315560371,2.1864495798319328,2.452036306163856
3.0,1.0,3.0,3.0,151.61344732692555,114.59155902616465,2.6461538461538465,2.0
0.75,3.0,0.0,2.0,114.59155902616465,132.6963950000448,2.0,2.315988998277722
0.75,3.0,0.0,2.25,114.59155902616465,157.72283707867848,2.0,2.752782812609534
0.0,3.0,1.0,0.0,149.4307509645224,132.5142117569837,2.608058608058608,2.3128093008443456
0.0,3.0,1.0,0.75,129.42636775132527,154.80177728256655,2.258916256157636,2.7018007015197467
0.75,1.0,0.0,3.0,136.78292975080006,114.59155902616465,2.387312484675568,2.0
0.75,0.75,1.5,1.0,131.54989715294678,114.59155902616465,2.295978835978836,2.0
3.0,1.5,1.0,0.0,146.82043500227346,124.45122067099872,2.5625,2.172083558834954
0.75,0.75,1.5,1.5,128.51884081549852,114.59155902616465,2.243076923076923,2.0
3.0,1.5,1.0,0.75,149.33956703495863,159.99873120761717,2.606467148262814,2.7925046585863225
0.75,2.25,3.0,3.0,137.782707876698,114.59155902616465,2.404761904761905,2.0
1.5,1.0,1.5,3.0,154.89520785031812,141.5593405200051,2.7034313725490198,2.4706765790259104
2.0,1.5,0.0,3.0,114.59155902616465,159.20284513318404,2.0,2.778613826116692
2.0,3.0,3.0,0.0,138.61882140261852,132.6536889818618,2.419354838709677,2.3152436376500125
2.0,3.0,3.0,0.75,159.41631191339525,127.53415913355428,2.7823395242750086,2.2258909856429208
0.75,1.0,1.5,3.0,144.66764270018734,159.99873120761714,2.5249266862170088,2.792504658586322
3.0,2.0,0.75,3.0,137.10504595050742,141.74309110072497,2.392934472934473,2.473883631661924
3.0,2.0,0.0,0.0,135.9672921521992,114.59155902616465,2.373076923076923,2.0
3.0,2.0,0.0,0.75,169.17344220005208,115.46245060850154,2.9526335733232285,2.015199925539682
0.0,2.25,0.0,3.0,140.15429142430906,135.56326985758474,2.4461538461538463,2.3660254037844384
2.25,0.0,0.0,1.0,141.61528889368208,127.53415913355424,2.47165306235771,2.2258909856429203
2.25,0.0,0.0,1.5,155.8445202755839,139.72751716024436,2.72,2.438705230083141
3.0,0.0,1.5,1.0,178.88422479517513,159.202845133184,3.122118702553485,2.7786138261166915
3.0,0.0,1.5,1.5,118.99892668101712,114.59155902616465,2.0769230769230766,2.0
3.0,2.25,0.75,2.0,155.46254841216336,138.6763196415176,2.7133333333333334,2.420358372292565
3.0,2.25,0.75,2.25,137.1771185728824,139.72751716024436,2.3941923774954628,2.438705230083141
2.0,2.25,2.0,3.0,160.3543716485299,135.56326985758477,2.7987117552334944,2.366025403784439
1.0,1.0,2.25,3.0,123.14872090149512,114.59155902616465,2.1493506493506493,2.0
2.25,2.0,0.75,1.0,150.15709975401774,114.59155902616465,2.620735785953177,2.0
2.25,2.0,0.75,1.5,140.0431014513159,117.99129104455272,2.444213215029912,2.0593365174063445
2.25,0.0,1.5,1.0,114.59155902616465,114.59155902616465,2.0,2.0
2.25,0.0,1.5,1.5,125.77963812248264,114.59155902616465,2.195268817204301,2.0
0.0,2.25,1.5,2.0,138.46480048994897,126.16808448529729,2.416666666666667,2.2020484852028126
0.0,2.25,1.5,2.25,162.39362299887492,139.72751716024436,2.834303405572755,2.438705230083141
3.0,2.25,3.0,3.0,158.24548627422735,114.59155902616465,2.761904761904762,2.0
2.25,3.0,0.0,2.0,148.79264722998144,137.4352035886091,2.5969215969215966,2.398696810769956
1.5,0.0,3.0,2.0,141.9509790998757,157.28632790678748,2.477511961722488,2.7451642903448823
1.5,0.0,3.0,2.25,133.81923639066753,151.98684937038593,2.3355862775217613,2.652670941245905
2.25,3.0,0.0,2.25,145.41917952505133,135.56326985758474,2.5380434782608696,2.3660254037844384
1.0,2.0,2.0,3.0,115.15604946471716,143.15451052985026,2.009852216748768,2.498517547826779
0.75,2.0,2.25,2.0,130.88902519877473,142.41958971974725,2.2844444444444445,2.485690759949058
0.75,2.0,2.25,2.25,148.25228319166885,114.59155902616465,2.587490465293669,2.0
2.25,2.25,3.0,3.0,114.59155902616465,114.59155902616465,2.0,2.0
3.0,3.0,1.5,2.0,142.42093764680465,114.59155902616465,2.4857142857142858,2.0
3.0,3.0,1.5,2.25,131.22581759447888,114.59155902616465,2.290322580645161,2.0
1.0,2.25,1.0,1.0,158.79556096233298,114.59155902616465,2.771505376344086,2.0
1.0,2.25,1.0,1.5,132.80882766445197,126.37942447732796,2.3179513184584177,2.2057370639048868
2.25,3.0,1.0,3.0,169.7125504969975,142.76938574645322,2.9620427881297444,2.491795852325471
3.0,1.0,2.25,2.0,114.84620693511168,114.59155902616465,2.0044444444444443,2.0
3.0,1.0,2.25,2.25,133.06144074497814,114.59155902616465,2.322360248447205,2.0
0.0,1.5,0.75,2.0,138.78311037613275,160.76254560340985,2.4222222222222225,2.805835734667036
0.0,1.5,0.75,2.25,115.9805476204212,161.9214738440468,2.0242424242424244,2.826062848260496
2.25,3.0,1.5,2.0,124.47467976122238,157.51421941675784,2.17249299719888,2.7491417475312065
2.25,3.0,1.5,2.25,118.99892668101712,143.23944878270584,2.0769230769230766,2.5000000000000004
0.0,1.0,3.0,3.0,134.37574272128026,114.59155902616465,2.3452991452991454,2.0
0.75,0.75,0.75,0.0,156.33562695712462,114.59155902616467,2.7285714285714286,2.0000000000000004
0.75,0.0,3.0,1.0,142.86739826638708,137.4352035886091,2.493506493506493,2.398696810769956
0.75,0.0,3.0,1.5,128.91550390443524,151.98684937038593,2.25,2.652670941245905
0.75,0.75,0.75,0.75,114.59155902616465,114.59155902616465,2.0,2.0
1.5,0.75,3.0,3.0,131.68479991423422,114.59155902616465,2.2983333333333333,2.0
1.5,1.0,0.75,2.0,139.57512863951925,114.59155902616465,2.4360455486542443,2.0
